application_number,sponsor_name,brand_name,generic_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code_description,application_type,generic_name_clean,brand_name_clean,is_orphan,has_ncd,ncd_category,nadac_per_unit,is_brand,has_nadac_price,launch_price,is_priority_review,is_standard_review,is_nda,is_bla,is_anda,is_new_molecular_entity,is_new_indication,approval_year,approval_month,approval_quarter,regulatory_advantage_score,likely_accelerated,therapeutic_area,therapeutic_area_encoded,is_high_value_area,is_complex_dosage,is_oral_simple,is_biologic,log_launch_price,price_tier,market_size_proxy,month_sin,month_cos,years_since_2010,is_q4_approval,is_election_year,coverage_difficulty_score,target_high_barrier
ANDA040710,LANNETT CO INC,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,ORIG,1,AP,2007-02-27,,,ANDA,lidocaine hydrochloride,lidocaine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2007,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,-3,0,0,0.3333333333333333,0
NDA050316,PHARMACIA AND UPJOHN,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,ORIG,1,AP,1964-12-29,UNKNOWN,,NDA,lincomycin hydrochloride,lincocin,False,False,,,,False,,False,False,True,False,False,False,False,1964,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-46,1,0,0.3333333333333333,0
NDA050751,DEN-MAT,ATRIDOX,DOXYCYCLINE HYCLATE,ORIG,1,AP,1998-09-03,STANDARD,Type 3 - New Dosage Form,NDA,doxycycline hyclate,atridox,False,False,,,,False,,False,True,True,False,False,False,False,1998,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-12,0,0,0.3333333333333333,0
ANDA061529,BELCHER PHARMS,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,ORIG,1,AP,1971-11-17,,,ANDA,penicillin v potassium,penicillin v potassium,False,False,,,,False,,False,False,False,False,True,False,False,1971,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-39,1,0,0.3333333333333333,0
ANDA062349,G AND W LABS INC,NYSTATIN,NYSTATIN,ORIG,1,AP,1982-07-14,,,ANDA,nystatin,nystatin,False,False,,,,False,,False,False,False,False,True,False,False,1982,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-28,0,0,0.3333333333333333,0
NDA012845,PFIZER,RENESE,POLYTHIAZIDE,ORIG,1,AP,1961-09-26,STANDARD,Type 1 - New Molecular Entity,NDA,polythiazide,renese,False,False,,,,False,,False,True,True,False,False,True,False,1961,9,3,1,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,-49,0,0,0.3333333333333333,0
ANDA065401,MEDIMETRIKS PHARMS,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,ORIG,1,AP,2008-06-30,,,ANDA,vancomycin hydrochloride,vancomycin hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2008,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-2,0,0,0.3333333333333333,0
ANDA063283,HOSPIRA,AMIKACIN SULFATE,AMIKACIN SULFATE,ORIG,1,AP,1994-10-31,,,ANDA,amikacin sulfate,amikacin sulfate,False,False,,,,False,,False,False,False,False,True,False,False,1994,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-16,1,0,0.3333333333333333,0
ANDA070177,WATSON LABS,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,ORIG,1,AP,1986-05-13,,,ANDA,propranolol hydrochloride,propranolol hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1986,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-24,0,0,0.3333333333333333,0
ANDA075926,EPIC PHARMA LLC,LISINOPRIL AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,ORIG,1,AP,2002-07-01,,,ANDA,hydrochlorothiazide,lisinopril and hydrochlorothiazide,False,False,,,,False,,False,False,False,False,True,False,False,2002,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-8,0,0,0.3333333333333333,0
ANDA075636,EPIC PHARMA LLC,LOVASTATIN,LOVASTATIN,ORIG,1,AP,2001-12-17,,,ANDA,lovastatin,lovastatin,False,False,,,,False,,False,False,False,False,True,False,False,2001,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-9,1,0,0.3333333333333333,0
ANDA071148,ANI PHARMS,INDOMETHACIN,INDOMETHACIN,ORIG,1,AP,1987-03-18,,,ANDA,indomethacin,indomethacin,False,False,,,,False,,False,False,False,False,True,False,False,1987,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-23,0,0,0.3333333333333333,0
ANDA071893,WATSON LABS TEVA,ACETOHEXAMIDE,ACETOHEXAMIDE,ORIG,1,AP,1987-11-25,,,ANDA,acetohexamide,acetohexamide,False,False,,,,False,,False,False,False,False,True,False,False,1987,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-23,1,0,0.3333333333333333,0
ANDA074035,RISING,KETOPROFEN,KETOPROFEN,ORIG,1,AP,1996-12-31,,,ANDA,ketoprofen,ketoprofen,False,False,,,,False,,False,False,False,False,True,False,False,1996,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-14,1,0,0.3333333333333333,0
ANDA074405,TEVA,FLURBIPROFEN,FLURBIPROFEN,ORIG,1,AP,1995-05-24,,,ANDA,flurbiprofen,flurbiprofen,False,False,,,,False,,False,False,False,False,True,False,False,1995,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-15,0,0,0.3333333333333333,0
ANDA074723,TEVA,DICLOFENAC SODIUM,DICLOFENAC SODIUM,ORIG,1,AP,1999-03-30,,,ANDA,diclofenac sodium,diclofenac sodium,False,False,,,,False,,False,False,False,False,True,False,False,1999,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-11,0,0,0.3333333333333333,0
ANDA075036,HIKMA,CISPLATIN,CISPLATIN,ORIG,1,AP,2000-11-07,,,ANDA,cisplatin,cisplatin,False,False,,,,False,,False,False,False,False,True,False,False,2000,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-10,1,0,0.3333333333333333,0
ANDA075348,APOTHECON,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,ORIG,1,AP,2000-11-29,,,ANDA,ketorolac tromethamine,ketorolac tromethamine,False,False,,,,False,,False,False,False,False,True,False,False,2000,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-10,1,0,0.3333333333333333,0
ANDA076849,FRESENIUS KABI USA,VINORELBINE TARTRATE,VINORELBINE TARTRATE,ORIG,1,AP,2005-04-18,,,ANDA,vinorelbine tartrate,vinorelbine tartrate,False,False,,,,False,,False,False,False,False,True,False,False,2005,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-5,0,0,0.3333333333333333,0
ANDA076565,TEVA,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,ORIG,1,AP,2010-06-28,,,ANDA,venlafaxine hydrochloride,venlafaxine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2010,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,0,0,0,0.3333333333333333,0
ANDA076295,SAGENT,VALPROATE SODIUM,VALPROATE SODIUM,ORIG,1,AP,2002-11-14,,,ANDA,valproate sodium,valproate sodium,False,False,,,,False,,False,False,False,False,True,False,False,2002,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,-8,1,0,0.3333333333333333,0
ANDA084698,HEALTHPOINT,NUTRACORT,HYDROCORTISONE,ORIG,1,AP,1976-01-06,,,ANDA,hydrocortisone,nutracort,False,False,,,,False,,False,False,False,False,True,False,False,1976,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,-34,0,0,0.3333333333333333,0
ANDA081298,OHM LABS,CHLORZOXAZONE,CHLORZOXAZONE,ORIG,1,AP,1993-12-29,,,ANDA,chlorzoxazone,chlorzoxazone,False,False,,,,False,,False,False,False,False,True,False,False,1993,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-17,1,0,0.3333333333333333,0
ANDA084214,IMPAX LABS,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,ORIG,1,AP,1974-08-14,,,ANDA,promethazine hydrochloride,promethazine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1974,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-36,0,0,0.3333333333333333,0
NDA017534,ALLERGAN,FIORINAL,ASPIRIN,ORIG,1,AP,1976-05-04,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,aspirin,fiorinal,False,False,,,,False,,False,True,True,False,False,False,False,1976,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-34,0,0,0.3333333333333333,0
ANDA077445,TEVA PHARMS,POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350,ORIG,1,AP,2006-05-04,,,ANDA,polyethylene glycol 3350,polyethylene glycol 3350,False,False,,,,False,,False,False,False,False,True,False,False,2006,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-4,0,0,0.3333333333333333,0
NDA017610,OTSUKA ICU MEDCL,NORMOSOL-M AND DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE,ORIG,1,AP,1975-08-13,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,dextrose,normosol-m and dextrose 5% in plastic container,False,False,,,,False,,False,True,True,False,False,False,False,1975,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-35,0,0,0.3333333333333333,0
ANDA078036,SUN PHARM INDS INC,RISPERIDONE,RISPERIDONE,ORIG,1,AP,2014-03-10,,,ANDA,risperidone,risperidone,False,False,,,,False,,False,False,False,False,True,False,False,2014,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,4,0,0,0.3333333333333333,0
ANDA078336,PERRIGO R AND D,CETIRIZINE HYDROCHLORIDE HIVES,CETIRIZINE HYDROCHLORIDE,ORIG,1,AP,2007-12-27,,,ANDA,cetirizine hydrochloride,cetirizine hydrochloride hives,False,False,,,,False,,False,False,False,False,True,False,False,2007,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-3,1,0,0.3333333333333333,0
ANDA078630,HIKMA FARMACEUTICA,TERBUTALINE SULFATE,TERBUTALINE SULFATE,ORIG,1,AP,2009-05-20,,,ANDA,terbutaline sulfate,terbutaline sulfate,False,False,,,,False,,False,False,False,False,True,False,False,2009,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-1,0,0,0.3333333333333333,0
ANDA078938,SCIEGEN PHARMS INC,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,ORIG,1,AP,2010-04-27,,,ANDA,tamsulosin hydrochloride,tamsulosin hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2010,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0.3333333333333333,0
ANDA085163,PARKE DAVIS,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,ORIG,1,AP,1976-08-24,,,ANDA,chlordiazepoxide hydrochloride,chlordiazepoxide hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1976,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-34,0,0,0.3333333333333333,0
ANDA085639,SCHERER LABS,"CODEINE, ASPIRIN, APAP FORMULA NO. 3",ACETAMINOPHEN,ORIG,1,AP,1978-05-10,,,ANDA,acetaminophen,"codeine, aspirin, apap formula no. 3",False,False,,,,False,,False,False,False,False,True,False,False,1978,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-32,0,0,0.3333333333333333,0
ANDA086028,HIKMA INTL PHARMS,CHLOROTHIAZIDE,CHLOROTHIAZIDE,ORIG,1,AP,1982-07-14,,,ANDA,chlorothiazide,chlorothiazide,False,False,,,,False,,False,False,False,False,True,False,False,1982,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,-28,0,0,0.3333333333333333,0
ANDA086683,PUREPAC PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN,ORIG,1,AP,1979-05-11,,,ANDA,acetaminophen,acetaminophen and codeine phosphate,False,False,,,,False,,False,False,False,False,True,False,False,1979,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-31,0,0,0.3333333333333333,0
NDA018726,SUN PHARM INDS INC,WESTCORT,HYDROCORTISONE VALERATE,ORIG,1,AP,1983-08-08,STANDARD,Type 3 - New Dosage Form,NDA,hydrocortisone valerate,westcort,False,False,,,,False,,False,True,True,False,False,False,False,1983,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,-27,0,0,0.3333333333333333,0
ANDA090554,AUROBINDO PHARMA LTD,DIVALPROEX SODIUM,DIVALPROEX SODIUM,ORIG,1,AP,2011-04-21,,,ANDA,divalproex sodium,divalproex sodium,False,False,,,,False,,False,False,False,False,True,False,False,2011,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,0.3333333333333333,0
NDA018803,HOSPIRA,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE,ORIG,1,AP,1982-10-29,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,sodium chloride,sodium chloride 0.9% in plastic container,False,False,,,,False,,False,True,True,False,False,False,False,1982,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,-28,1,0,0.3333333333333333,0
ANDA087645,VANGARD,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,ORIG,1,AP,1981-12-14,,,ANDA,chlorpromazine hydrochloride,chlorpromazine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1981,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-29,1,0,0.3333333333333333,0
ANDA088009,VANGARD,LO-TROL,ATROPINE SULFATE,ORIG,1,AP,1983-03-25,,,ANDA,atropine sulfate,lo-trol,False,False,,,,False,,False,False,False,False,True,False,False,1983,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,-27,0,0,0.3333333333333333,0
ANDA088331,HOSPIRA,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,ORIG,1,AP,1984-05-17,,,ANDA,lidocaine hydrochloride,lidocaine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1984,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,-26,0,0,0.3333333333333333,0
ANDA088970,DURAMED PHARMS BARR,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,ORIG,1,AP,1985-04-23,,,ANDA,trifluoperazine hydrochloride,trifluoperazine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,1985,4,2,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,-25,0,0,0.3333333333333333,0
ANDA089776,CHARTWELL MOLECULAR,LANIAZID,ISONIAZID,ORIG,1,AP,1988-06-13,,,ANDA,isoniazid,laniazid,False,False,,,,False,,False,False,False,False,True,False,False,1988,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,-22,0,0,0.3333333333333333,0
ANDA091229,SANDOZ INC,PREGABALIN,PREGABALIN,ORIG,1,TA,2012-12-31,,,ANDA,pregabalin,pregabalin,False,False,,,,False,,False,False,False,False,True,False,False,2012,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,2,1,1,0.3333333333333333,0
ANDA091564,AM REGENT,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,ORIG,1,AP,2015-08-14,,,ANDA,lidocaine hydrochloride,lidocaine hydrochloride,False,False,,,,False,,False,False,False,False,True,False,False,2015,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,5,0,0,0.3333333333333333,0
ANDA200148,RISING,VINORELBINE TARTRATE,VINORELBINE TARTRATE,ORIG,1,AP,2012-08-31,,Not Applicable,ANDA,vinorelbine tartrate,vinorelbine tartrate,False,False,,,,False,,False,False,False,False,True,False,False,2012,8,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,2,0,1,0.3333333333333333,0
ANDA200938,SAMSON MEDCL,CEFOXITIN IN PLASTIC CONTAINER,CEFOXITIN SODIUM,ORIG,1,AP,2015-11-16,,Not Applicable,ANDA,cefoxitin sodium,cefoxitin in plastic container,False,False,,,,False,,False,False,False,False,True,False,False,2015,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,5,1,0,0.3333333333333333,0
ANDA201784,RISING,CYTARABINE,CYTARABINE,ORIG,1,AP,2012-01-30,,Not Applicable,ANDA,cytarabine,cytarabine,False,False,,,,False,,False,False,False,False,True,False,False,2012,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,2,0,1,0.3333333333333333,0
ANDA202244,APOTEX INC,RIZATRIPTAN BENZOATE,RIZATRIPTAN BENZOATE,ORIG,1,AP,2012-12-31,,Not Applicable,ANDA,rizatriptan benzoate,rizatriptan benzoate,False,False,,,,False,,False,False,False,False,True,False,False,2012,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,2,1,1,0.3333333333333333,0
ANDA202584,AILEX PHARMS LLC,"BISMUTH SUBSALICYLATE, METRONIDAZOLE AND TETRACYCLINE HYDROCHLORIDE",BISMUTH SUBSALICYLATE,ORIG,1,AP,2018-11-30,,,ANDA,bismuth subsalicylate,"bismuth subsalicylate, metronidazole and tetracycline hydrochloride",False,False,,,,False,,False,False,False,False,True,False,False,2018,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,8,1,0,0.3333333333333333,0
ANDA202941,APOTEX,LAMIVUDINE,LAMIVUDINE,ORIG,1,AP,2014-01-02,,,ANDA,lamivudine,lamivudine,False,False,,,,False,,False,False,False,False,True,False,False,2014,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,4,0,0,0.3333333333333333,0
NDA203324,GLAUKOS,PHOTREXA VISCOUS IN DEXTRAN 20%,RIBOFLAVIN 5'-PHOSPHATE,ORIG,1,AP,2016-04-15,PRIORITY,Type 3 - New Dosage Form,NDA,riboflavin 5'-phosphate,photrexa viscous in dextran 20%,False,False,,,,False,,True,False,True,False,False,False,False,2016,4,2,1,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844387,-0.4999999999999998,6,0,1,0.0,0
NDA203324,GLAUKOS,PHOTREXA VISCOUS IN DEXTRAN 20%,RIBOFLAVIN 5'-PHOSPHATE,ORIG,2,AP,2016-07-15,PRIORITY,Efficacy,NDA,riboflavin 5'-phosphate,photrexa viscous in dextran 20%,False,False,,,,False,,True,False,True,False,False,False,True,2016,7,3,1,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,6,0,1,0.0,0
ANDA203709,WISCONSIN,FLUDEOXYGLUCOSE F18,FLUDEOXYGLUCOSE F-18,ORIG,1,AP,2013-12-23,,,ANDA,fludeoxyglucose f-18,fludeoxyglucose f18,False,False,,,,False,,False,False,False,False,True,False,False,2013,12,4,0,0,diabetes,0,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,3,1,0,0.3333333333333333,0
ANDA204072,TIANJIN TIANYAO,METHYLPREDNISOLONE,METHYLPREDNISOLONE,ORIG,1,AP,2018-05-14,,,ANDA,methylprednisolone,methylprednisolone,False,False,,,,False,,False,False,False,False,True,False,False,2018,5,2,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,-0.8660254037844387,8,0,0,0.3333333333333333,0
ANDA204468,MYLAN LABS LTD,GLUCAGON,GLUCAGON,ORIG,1,AP,2024-12-12,,,ANDA,glucagon,glucagon,False,False,,,,False,,False,False,False,False,True,False,False,2024,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,14,1,1,0.3333333333333333,0
ANDA204821,PRINSTON INC,VALSARTAN,VALSARTAN,ORIG,1,AP,2015-06-09,,,ANDA,valsartan,valsartan,False,False,,,,False,,False,False,False,False,True,False,False,2015,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,5,0,0,0.3333333333333333,0
ANDA205229,XIROMED,PROGESTERONE,PROGESTERONE,ORIG,1,AP,2017-10-20,STANDARD,,ANDA,progesterone,progesterone,False,False,,,,False,,False,True,False,False,True,False,False,2017,10,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844386,0.5000000000000001,7,1,0,0.3333333333333333,0
ANDA206421,AMNEAL PHARMS,EXEMESTANE,EXEMESTANE,ORIG,1,AP,2018-12-28,STANDARD,,ANDA,exemestane,exemestane,False,False,,,,False,,False,True,False,False,True,False,False,2018,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,8,1,0,0.3333333333333333,0
ANDA205660,SHENZHEN TECHDOW,ENOXAPARIN SODIUM (PRESERVATIVE FREE),ENOXAPARIN SODIUM,ORIG,1,AP,2023-03-15,STANDARD,,ANDA,enoxaparin sodium,enoxaparin sodium (preservative free),False,False,,,,False,,False,True,False,False,True,False,False,2023,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,13,0,0,0.3333333333333333,0
NDA206023,AIRGAS USA LLC,"OXYGEN, USP",OXYGEN,ORIG,1,AP,2013-09-07,STANDARD,Medical Gas,NDA,oxygen,"oxygen, usp",False,False,,,,False,,False,True,True,False,False,False,False,2013,9,3,0,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,3,0,0,0.3333333333333333,0
ANDA207204,AMNEAL PHARMS CO,CHLORTHALIDONE,CHLORTHALIDONE,ORIG,1,AP,2019-07-01,STANDARD,,ANDA,chlorthalidone,chlorthalidone,False,False,,,,False,,False,True,False,False,True,False,False,2019,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,9,0,0,0.3333333333333333,0
ANDA206837,AUROBINDO PHARMA LTD,VORICONAZOLE,VORICONAZOLE,ORIG,1,AP,2016-01-22,STANDARD,,ANDA,voriconazole,voriconazole,False,False,,,,False,,False,True,False,False,True,False,False,2016,1,1,0,0,other,1,0,0,0,0,0.0,0,0,0.49999999999999994,0.8660254037844387,6,0,1,0.3333333333333333,0
ANDA207577,DR REDDYS LABS SA,VERARING,ETHINYL ESTRADIOL,ORIG,1,AP,2021-12-09,STANDARD,,ANDA,ethinyl estradiol,veraring,False,False,,,,False,,False,True,False,False,True,False,False,2021,12,4,0,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,11,1,0,0.3333333333333333,0
NDA207987,BPI LABS,ABLYSINOL,ALCOHOL,ORIG,1,AP,2018-06-21,STANDARD,Type 5 - New Formulation or New Manufacturer,NDA,alcohol,ablysinol,False,False,,,,False,,False,True,True,False,False,False,False,2018,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,8,0,0,0.3333333333333333,0
ANDA208357,NOVAST LABS,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,ORIG,1,AP,2019-06-06,STANDARD,,ANDA,desmopressin acetate,desmopressin acetate,False,False,,,,False,,False,True,False,False,True,False,False,2019,6,2,0,0,other,1,0,0,0,0,0.0,0,0,1.2246467991473532e-16,-1.0,9,0,0,0.3333333333333333,0
NDA208716,ELI LILLY AND CO,VERZENIO,ABEMACICLIB,ORIG,1,AP,2017-09-28,PRIORITY,Type 1 - New Molecular Entity,NDA,abemaciclib,verzenio,False,False,,,,False,,True,False,True,False,False,True,False,2017,9,3,2,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,7,0,0,0.0,0
NDA019926,EISAI INC,HEXALEN,ALTRETAMINE,ORIG,1,AP,1990-12-26,PRIORITY,Type 1 - New Molecular Entity,NDA,altretamine,hexalen,False,False,,,,False,,True,False,True,False,False,True,False,1990,12,4,2,0,other,1,0,0,0,0,0.0,0,0,-2.4492935982947064e-16,1.0,-20,1,0,0.0,0
ANDA209439,CIPLA,BLEOMYCIN SULFATE,BLEOMYCIN SULFATE,ORIG,1,AP,2019-03-11,STANDARD,,ANDA,bleomycin sulfate,bleomycin sulfate,False,False,,,,False,,False,True,False,False,True,False,False,2019,3,1,0,0,other,1,0,0,0,0,0.0,0,0,1.0,6.123233995736766e-17,9,0,0,0.3333333333333333,0
NDA020005,CHIESI,CARDENE SR,NICARDIPINE HYDROCHLORIDE,ORIG,1,AP,1992-02-21,STANDARD,Type 3 - New Dosage Form,NDA,nicardipine hydrochloride,cardene sr,False,False,,,,False,,False,True,True,False,False,False,False,1992,2,1,0,0,other,1,0,0,0,0,0.0,0,0,0.8660254037844386,0.5000000000000001,-18,0,0,0.3333333333333333,0
ANDA210118,TEVA PHARMS USA,ICATIBANT ACETATE,ICATIBANT ACETATE,ORIG,1,AP,2019-07-15,STANDARD,,ANDA,icatibant acetate,icatibant acetate,False,False,,,,False,,False,True,False,False,True,False,False,2019,7,3,0,0,other,1,0,0,0,0,0.0,0,0,-0.4999999999999997,-0.8660254037844388,9,0,0,0.3333333333333333,0
ANDA210467,SUN PHARM,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,ORIG,1,AP,2018-11-26,STANDARD,,ANDA,sodium nitroprusside,sodium nitroprusside,False,False,,,,False,,False,True,False,False,True,False,False,2018,11,4,0,0,other,1,0,0,0,0,0.0,0,0,-0.5000000000000004,0.8660254037844384,8,1,0,0.3333333333333333,0
NDA210806,MSD MERCK CO,PIFELTRO,DORAVIRINE,ORIG,1,AP,2018-08-30,STANDARD,Type 1 - New Molecular Entity,NDA,doravirine,pifeltro,False,False,,,,False,,False,True,True,False,False,True,False,2018,8,3,1,0,other,1,0,0,0,0,0.0,0,0,-0.8660254037844385,-0.5000000000000004,8,0,0,0.3333333333333333,0
NDA211155,SECURA,COPIKTRA,DUVELISIB,ORIG,2,AP,2018-09-24,PRIORITY,Efficacy,NDA,duvelisib,copiktra,False,False,,,,False,,True,False,True,False,False,False,True,2018,9,3,1,0,other,1,0,0,0,0,0.0,0,0,-1.0,-1.8369701987210297e-16,8,0,0,0.0,0
